Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
07/21/2021,218,0,10,38,60,53,26,24,9,4,4,0,121,97,0,34,10,70,75,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,0,2,0,8,2,0,1,0,6,3,0,0
09/08/2020,369,1,21,36,120,80,55,40,23,10,5,0,181,188,0,192,10,43,97,5,22,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,4,2,4,4,4,0,7,14,0,11,0,5,4,0,1
09/03/2021,511,6,44,122,129,96,76,35,24,20,9,0,243,267,1,103,23,130,136,25,94,0,0,0,2,0,1,2,1,0,3,3,0,2,0,4,0,0,0,2,4,6,7,8,6,9,2,0,18,26,0,14,0,18,7,0,5
11/16/2020,2557,26,153,317,600,484,456,340,203,96,61,0,1327,1222,8,1062,77,450,593,99,276,0,0,1,1,4,5,8,7,0,9,17,0,15,2,5,4,0,0,0,15,8,17,19,32,33,29,0,72,81,0,48,8,65,28,4,0
09/14/2020,430,3,19,62,108,91,66,59,27,9,8,0,226,203,1,208,11,68,112,8,23,0,0,0,0,1,0,1,1,0,1,2,0,3,0,0,0,0,0,1,3,1,3,3,3,3,2,0,7,12,0,7,0,8,4,0,0
11/17/2021,733,2,39,154,156,158,99,72,38,26,30,0,369,361,3,104,15,156,250,67,141,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,3,6,3,6,5,5,11,0,24,15,0,6,1,21,9,1,1
06/05/2021,62,6,10,14,13,9,7,8,7,2,2,0,33,29,0,17,2,24,12,2,5,0,0,0,1,1,2,1,1,0,2,4,0,2,0,3,1,0,0,0,0,3,1,4,1,0,1,0,7,3,0,0,0,8,2,0,0
08/10/2021,535,4,39,66,157,140,74,41,27,19,11,0,291,241,3,128,25,106,178,20,78,0,0,0,0,1,1,1,1,0,0,4,0,0,0,4,0,0,0,2,1,4,8,9,5,8,2,0,24,15,0,5,2,22,8,2,0
10/05/2020,553,3,21,54,157,117,95,66,38,22,4,0,266,286,1,238,16,99,137,14,49,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,2,0,0,1,4,3,2,2,3,5,1,0,9,12,0,7,0,10,4,0,0
03/29/2021,728,3,42,95,237,136,94,91,47,18,10,0,385,342,1,187,28,179,249,14,71,0,0,0,0,1,1,1,0,0,0,3,0,1,0,1,1,0,0,2,4,6,4,11,8,2,5,0,23,19,0,6,1,23,9,1,2
03/02/2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
01/12/2022,4003,32,172,1142,691,640,503,377,322,200,126,2,2107,1876,20,1098,229,712,912,189,863,0,0,1,2,4,8,9,8,0,15,17,0,7,3,13,9,0,0,7,14,13,8,22,38,33,37,0,97,75,0,30,6,75,48,6,7
01/26/2021,644,12,52,79,156,122,113,87,46,29,12,0,314,328,2,216,26,137,176,33,56,0,1,0,0,0,1,4,6,0,5,7,0,2,0,7,2,1,0,1,4,5,3,9,11,9,10,0,26,26,0,14,1,23,10,2,2
07/14/2020,324,3,23,46,83,69,48,38,23,15,2,0,185,138,1,144,5,77,71,6,21,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,1,0,0,0,2,3,2,5,6,5,0,0,14,9,0,11,0,10,2,0,0
07/13/2020,337,4,33,36,99,69,45,35,31,7,15,0,194,142,1,128,8,95,73,8,25,0,1,0,0,0,1,1,1,0,2,2,0,1,0,1,2,0,0,2,1,5,3,8,5,6,3,0,16,17,0,11,2,12,6,1,1
07/22/2021,225,1,13,38,65,53,21,24,12,10,2,0,121,103,1,47,2,68,76,7,25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,3,1,3,2,0,0,5,8,0,4,0,6,3,0,0
08/09/2021,505,4,31,95,141,106,70,40,27,20,6,0,239,261,5,102,26,129,135,24,89,0,0,1,0,2,0,0,1,0,4,0,0,0,0,3,1,0,0,0,3,6,3,5,7,3,4,0,16,15,0,8,0,17,5,1,0
08/10/2020,376,1,29,41,108,68,63,49,24,18,5,0,186,189,1,193,11,60,81,14,17,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,5,1,3,5,4,6,3,0,14,15,0,4,2,7,13,1,2
01/17/2022,2014,28,131,403,364,348,300,245,195,93,65,1,1069,933,12,540,130,259,466,93,526,0,0,0,1,8,6,4,9,0,13,15,0,7,0,12,8,1,0,7,9,9,17,16,27,19,27,0,68,63,0,34,3,45,36,1,12
06/01/2021,128,5,21,29,23,25,26,16,5,4,0,0,74,52,2,28,4,50,26,4,16,0,0,0,1,1,2,1,0,0,2,3,0,2,0,3,0,0,0,3,1,2,4,3,3,4,1,0,10,11,0,4,0,14,3,0,0
11/28/2021,495,3,57,74,104,109,86,54,39,15,14,0,246,243,6,74,14,106,171,42,88,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,2,0,0,3,3,5,6,14,16,3,7,0,25,32,0,14,2,26,12,1,2
05/12/2020,942,46,124,64,177,177,182,163,92,49,38,0,494,446,2,504,12,186,128,23,89,0,0,4,2,4,10,7,19,0,12,34,0,21,2,19,4,0,0,1,11,15,9,27,25,17,19,0,62,62,0,52,3,48,16,2,3
07/03/2021,49,0,6,6,12,17,7,5,1,0,1,0,22,26,1,11,2,15,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,5,0,3,0,2,1,0,0
08/06/2020,349,4,21,38,113,73,52,31,22,11,9,0,180,169,0,148,7,88,82,12,12,0,0,0,0,0,2,1,1,0,3,1,0,1,1,1,1,0,0,1,6,1,1,6,2,1,3,0,11,10,0,5,0,10,5,1,0
05/01/2020,1175,39,140,59,224,222,205,195,134,68,68,0,636,539,0,636,30,228,133,35,113,0,1,0,1,4,12,8,13,0,14,25,0,12,1,15,10,0,1,0,14,13,16,23,24,30,20,0,76,64,0,49,3,62,22,3,1
10/14/2020,850,3,28,75,246,215,135,90,62,19,8,0,459,390,1,363,25,140,224,24,74,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,2,0,0,1,3,0,4,5,5,6,4,0,12,16,0,5,0,12,8,1,2
10/13/2021,362,4,25,85,86,65,47,34,30,9,6,0,184,177,1,55,22,89,128,32,36,0,0,1,0,1,1,0,1,0,3,1,0,1,0,3,0,0,0,1,3,6,4,3,4,3,1,0,20,5,0,6,1,14,2,1,1
09/21/2021,469,6,34,120,98,82,65,48,30,18,8,0,245,218,6,89,15,142,141,25,57,0,0,0,1,1,1,1,2,0,0,6,0,0,0,4,2,0,0,0,3,2,6,4,10,4,5,0,16,18,0,6,0,21,5,1,1
12/14/2020,1461,21,106,159,330,298,213,201,130,81,49,0,767,688,6,475,61,330,314,63,218,0,0,0,0,2,3,10,6,0,13,8,0,11,2,6,2,0,0,7,5,9,11,17,20,18,19,0,47,59,0,35,1,45,21,3,1
08/28/2020,382,4,25,66,109,61,50,47,29,15,5,0,184,198,0,172,12,71,90,13,24,0,0,1,0,1,0,2,0,0,4,0,0,2,0,2,0,0,0,1,2,1,8,2,3,4,4,0,13,12,0,9,0,11,4,1,0
07/07/2020,341,4,25,35,107,69,55,44,19,8,4,0,184,156,1,108,12,97,85,9,30,0,0,0,0,0,3,0,1,0,3,1,0,3,0,1,0,0,0,0,2,3,2,5,4,6,3,0,9,16,0,4,2,13,4,1,1
02/09/2021,414,8,35,49,112,75,60,52,39,13,14,0,213,199,2,106,17,112,118,18,43,0,0,0,0,2,1,1,4,0,5,3,0,2,1,3,2,0,0,0,1,3,3,9,6,8,5,0,13,22,0,10,0,14,9,2,0
03/24/2020,350,2,119,1,59,67,58,56,61,34,14,0,158,192,0,63,14,157,85,11,20,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1,3,10,14,29,27,21,14,0,48,71,0,22,0,75,16,6,0
07/09/2020,288,8,29,27,93,58,41,34,23,7,5,0,136,152,0,87,4,91,73,6,27,0,0,0,0,1,2,5,0,0,4,4,0,3,0,3,2,0,0,0,4,3,2,10,5,3,2,0,13,16,0,7,2,15,4,0,1
05/03/2020,466,45,138,10,97,78,76,81,66,31,27,0,215,251,0,239,9,122,50,15,31,0,0,0,2,4,13,13,13,0,20,25,0,20,0,16,9,0,0,2,10,18,16,27,22,21,22,0,62,76,0,67,1,43,18,8,1
11/26/2020,265,22,103,22,48,36,38,34,36,31,19,1,132,132,1,70,6,97,58,15,19,0,0,0,1,1,2,9,9,0,11,11,0,10,1,8,3,0,0,2,5,10,15,16,16,24,15,0,56,47,0,37,1,45,15,4,1
07/25/2021,141,3,13,19,43,34,18,13,6,6,2,0,78,62,1,15,9,45,46,8,18,0,0,1,1,1,0,0,0,0,1,2,0,0,0,2,1,0,0,0,1,2,2,2,2,3,1,0,6,7,0,2,0,7,3,0,1
02/22/2021,389,8,28,53,90,84,57,54,32,11,8,0,199,190,0,154,13,66,108,12,36,0,0,0,2,2,1,2,1,0,4,4,0,4,0,4,0,0,0,0,1,2,4,4,9,1,7,0,11,17,0,10,0,10,7,1,0
05/30/2021,52,7,10,7,15,11,6,6,7,0,0,0,23,29,0,18,0,18,9,1,6,0,0,0,0,1,1,3,2,0,3,4,0,1,0,5,1,0,0,1,0,0,3,1,4,0,1,0,7,3,0,2,0,6,2,0,0
04/27/2021,565,5,56,101,143,113,79,63,41,14,11,0,288,276,1,158,16,237,97,13,44,0,0,0,1,1,1,1,1,0,2,3,0,2,0,3,0,0,0,1,4,8,6,13,12,5,7,0,32,24,0,9,1,36,10,0,0
07/02/2021,55,1,6,5,11,10,13,6,7,3,0,0,33,22,0,10,2,14,19,5,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,6,0,0,0,0,6,0,0,0
01/30/2021,419,12,35,76,84,78,52,54,44,20,11,0,219,198,2,163,18,85,106,15,32,0,1,0,0,2,3,3,3,0,1,11,0,6,0,4,2,0,0,0,2,4,4,4,8,7,6,0,12,23,0,12,0,16,7,0,0
06/11/2021,39,2,14,6,12,6,6,2,3,3,1,0,18,21,0,14,2,11,8,0,4,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,3,1,1,6,1,1,0,7,7,0,3,0,9,1,0,1
10/26/2021,344,3,18,92,63,70,45,39,23,8,4,0,180,163,1,68,12,91,105,24,44,0,0,0,0,1,0,0,2,0,2,1,0,0,1,2,0,0,0,1,2,4,2,3,2,3,1,0,11,7,0,3,0,8,6,0,1
05/16/2021,155,9,33,23,34,30,22,17,14,8,7,0,85,70,0,34,2,68,29,6,16,0,0,1,1,0,2,3,2,0,3,6,0,6,2,1,0,0,0,1,3,10,5,2,6,3,3,0,20,13,0,5,0,20,4,1,3
04/14/2020,666,33,166,16,102,121,122,126,78,51,50,0,356,310,0,256,26,217,103,28,36,0,1,2,1,3,5,9,12,0,11,22,0,8,2,13,10,0,0,3,7,13,19,37,30,29,28,0,71,95,0,58,3,70,27,7,1
05/13/2021,315,8,44,64,69,49,56,38,31,5,3,0,178,136,1,71,6,147,47,4,40,0,0,0,0,1,5,1,1,0,6,2,0,0,0,5,3,0,0,3,7,4,5,8,12,5,0,0,19,25,0,6,1,33,2,0,2
11/05/2020,2639,6,115,289,764,579,388,313,186,70,50,0,1379,1252,8,1076,59,417,680,112,295,0,0,1,0,1,0,0,4,0,3,3,0,1,0,1,3,1,0,2,8,12,9,20,31,18,15,0,51,64,0,34,3,49,24,4,1
03/17/2020,96,1,24,0,15,21,18,17,19,2,4,0,37,59,0,9,2,39,41,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,2,5,7,3,3,0,7,17,0,4,0,16,4,0,0
06/29/2020,279,7,31,22,89,55,36,40,17,9,11,0,137,140,2,114,4,67,63,7,24,0,0,0,0,0,2,2,3,0,4,3,0,3,0,2,2,0,0,1,4,3,4,5,7,1,6,0,12,19,0,14,0,11,5,0,1
04/26/2020,433,51,129,12,83,55,96,66,57,32,32,0,228,205,0,180,20,94,66,18,55,0,1,0,4,3,13,11,19,0,22,29,0,18,2,23,8,0,0,0,12,5,23,21,28,20,20,0,57,72,0,59,2,38,26,4,0
03/11/2021,355,1,25,41,107,82,49,36,27,5,8,0,164,191,0,104,17,57,127,21,29,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,2,4,4,6,4,2,0,13,12,0,10,1,8,5,1,0
09/25/2020,380,3,37,44,102,78,66,46,26,12,6,0,203,176,1,179,14,57,82,13,35,0,0,0,1,1,0,0,1,0,1,2,0,1,0,2,0,0,0,2,5,7,10,2,6,3,2,0,19,18,0,15,0,14,6,1,1
01/27/2022,905,14,52,254,181,164,100,63,81,38,24,0,457,442,6,217,58,134,274,60,162,0,0,0,0,0,3,4,7,0,9,5,0,1,0,8,5,0,0,3,4,3,5,4,14,6,13,0,26,26,0,13,1,22,13,1,2
05/07/2021,365,11,35,68,91,69,63,41,17,9,7,0,194,171,0,106,13,138,55,8,45,0,0,0,2,1,4,2,2,0,4,7,0,2,0,8,1,0,0,1,2,5,3,9,4,4,7,0,21,14,0,5,1,19,10,0,0
06/06/2021,58,7,16,10,19,8,7,5,5,3,1,0,32,26,0,12,0,29,10,2,5,0,0,0,2,1,2,2,0,0,5,2,0,3,1,3,0,0,0,0,3,2,2,5,0,4,0,0,11,5,0,4,0,10,2,0,0
03/22/2021,547,1,30,58,166,113,82,78,33,13,4,0,272,274,1,141,33,133,189,11,40,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,6,5,4,6,1,3,0,14,16,0,6,1,16,6,1,0
06/26/2021,20,0,4,3,4,8,3,0,2,0,0,0,11,9,0,6,2,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,1,0,2,0,2,0,0,0
10/23/2021,223,2,18,37,40,58,24,28,21,7,8,0,110,113,0,40,7,59,84,15,18,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3,4,4,3,2,0,9,9,0,4,0,6,5,1,2
10/16/2021,177,4,24,31,39,26,31,18,19,11,2,0,85,92,0,29,5,48,65,19,11,0,0,0,0,1,1,1,1,0,3,1,0,1,0,2,1,0,0,0,5,2,1,6,4,5,1,0,12,12,0,6,1,10,5,1,1
03/13/2020,32,0,8,0,4,13,5,5,5,0,0,0,8,24,0,4,2,5,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,3,5,0,1,0,3,4,0,0
11/20/2020,2302,31,124,329,529,432,371,267,192,109,73,0,1199,1100,3,862,72,403,545,84,336,0,0,0,5,2,7,3,14,0,16,15,0,13,1,10,7,0,0,6,3,5,21,20,29,19,21,0,68,55,1,28,5,58,28,3,2
10/08/2021,311,7,26,55,78,60,42,33,25,14,4,0,159,152,0,48,13,83,117,15,35,0,0,1,1,2,1,1,1,0,2,5,0,0,0,5,2,0,0,3,1,3,6,5,1,4,3,0,13,13,0,6,1,8,9,1,1
11/02/2021,489,4,27,131,94,111,54,41,30,18,10,0,264,222,3,75,12,114,161,49,78,0,0,0,0,2,1,1,0,0,2,2,0,1,1,2,0,0,0,0,1,1,3,0,8,7,7,0,17,10,0,8,1,12,6,0,0
04/24/2020,1076,54,168,30,178,172,186,189,158,74,89,0,516,560,0,473,32,262,164,47,98,0,1,2,0,6,12,15,18,0,19,35,0,14,2,22,16,0,0,3,4,22,16,35,40,25,23,0,76,92,0,70,4,60,26,8,0
09/04/2020,395,2,23,61,102,82,53,38,33,16,10,0,205,188,2,193,13,71,94,8,16,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,3,1,4,3,2,4,6,0,16,7,0,10,1,9,3,0,0
09/17/2020,392,0,25,38,122,89,53,40,30,11,9,0,189,202,1,156,15,54,131,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,6,6,1,2,0,9,16,0,8,1,5,9,1,1
09/11/2020,342,5,19,51,93,83,40,37,21,14,3,0,171,170,1,158,7,46,90,14,27,0,0,1,0,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,3,2,1,5,5,1,2,0,9,10,0,11,1,3,3,1,0
03/10/2021,337,10,17,53,101,67,42,41,21,7,5,0,169,168,0,107,11,54,111,16,38,0,0,0,2,1,2,3,2,0,4,6,0,2,1,3,3,0,1,0,2,0,1,3,4,4,3,0,9,8,0,6,1,6,2,2,0
04/21/2020,875,36,171,20,148,164,160,154,109,56,64,0,439,436,0,417,13,228,136,31,50,0,1,0,3,0,7,11,14,0,14,22,0,12,2,18,4,0,0,1,5,10,16,34,37,34,34,0,73,98,0,56,4,72,29,8,2
06/09/2020,255,23,38,19,50,34,46,44,38,14,10,0,115,137,3,119,4,54,44,11,23,0,0,0,2,6,5,4,6,0,7,16,0,11,0,10,2,0,0,0,1,1,7,6,6,6,11,0,16,22,0,10,0,19,8,1,0
02/16/2021,213,5,34,24,65,30,43,22,17,8,4,0,113,99,1,46,10,41,81,10,25,0,0,0,0,0,1,3,1,0,1,4,0,2,0,2,1,0,0,0,2,3,4,7,7,6,5,0,24,10,0,7,1,16,8,1,1
10/25/2021,362,3,32,82,78,65,51,35,26,17,8,0,187,172,3,63,13,77,133,30,46,0,0,0,0,2,1,0,0,0,0,3,0,1,0,2,0,0,0,0,1,5,1,7,9,3,6,0,19,13,0,6,2,14,10,0,0
11/04/2020,2514,8,96,303,708,563,365,289,173,84,29,0,1291,1214,9,1027,74,399,692,89,233,0,0,0,0,0,1,2,5,0,5,3,0,5,0,1,2,0,0,4,5,4,9,25,16,24,9,0,49,47,0,33,1,36,22,3,1
05/20/2020,771,29,94,58,210,132,138,107,72,36,18,0,404,361,6,389,6,178,86,21,91,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0,3,8,4,8,14,22,20,15,0,48,46,0,36,1,41,11,2,3
03/14/2021,182,4,18,24,54,36,32,17,14,5,0,0,86,96,0,39,9,34,72,11,17,0,0,0,0,0,2,1,1,0,2,2,0,1,0,2,1,0,0,1,1,3,1,4,5,2,1,0,8,10,0,1,0,11,4,1,1
11/18/2020,2326,17,120,291,566,451,388,295,196,98,41,0,1180,1138,8,848,63,465,555,85,310,0,0,2,0,2,4,3,6,0,9,8,0,8,0,2,7,0,0,2,7,5,10,23,18,28,27,0,56,64,0,36,6,49,25,4,0
11/13/2020,2694,19,121,333,649,539,402,344,244,123,60,0,1450,1236,8,1089,77,483,634,119,292,0,0,0,0,4,2,6,7,0,8,11,0,6,0,5,8,0,0,1,9,13,6,18,31,28,15,0,47,74,0,43,2,45,27,2,2
01/23/2022,565,19,53,140,99,113,81,62,38,20,12,0,285,277,3,122,41,85,174,39,104,0,1,0,1,2,3,7,5,0,8,11,0,3,1,14,1,0,0,2,3,4,5,8,10,11,10,0,38,15,0,11,2,23,13,1,3
05/14/2020,779,45,131,49,167,151,133,110,95,43,31,0,399,372,8,372,15,183,93,25,91,1,0,4,1,5,5,7,22,0,22,23,0,13,4,21,6,1,0,2,7,9,16,18,39,26,14,0,55,76,0,50,4,50,18,6,3
05/15/2021,177,7,43,38,38,33,19,27,12,6,4,0,92,85,0,53,3,77,23,5,16,0,0,0,0,0,2,2,3,0,3,4,0,2,0,3,2,0,0,1,4,6,4,13,7,3,5,0,16,27,0,13,1,19,9,1,0
12/11/2021,882,11,74,167,218,178,131,82,63,33,10,0,467,411,4,123,29,211,259,84,176,0,0,0,5,2,1,2,1,0,3,8,0,4,0,3,4,0,0,4,9,7,12,9,13,10,10,0,34,40,0,15,1,30,20,2,6
08/26/2020,388,3,34,48,126,82,44,44,23,12,9,0,196,191,1,198,6,43,102,18,21,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,1,4,3,3,8,5,5,5,0,20,14,0,16,1,6,6,4,1
10/04/2021,430,3,23,105,84,80,53,48,33,22,5,0,213,215,2,74,18,128,134,24,52,0,0,0,0,0,2,1,0,0,1,2,0,1,0,0,2,0,0,0,3,5,3,4,3,2,3,0,14,9,0,6,0,8,6,3,0
08/01/2021,217,3,16,26,54,51,28,26,22,8,2,0,110,106,1,52,7,54,70,9,25,0,2,0,1,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,1,2,3,3,6,0,1,0,7,9,0,3,0,7,3,1,2
06/19/2020,220,15,37,28,69,38,29,24,16,9,7,0,112,106,2,98,3,55,33,8,23,0,0,0,1,3,3,2,6,0,7,8,0,3,1,5,6,0,0,3,4,2,6,7,8,3,4,0,18,19,0,12,0,19,5,1,0
09/19/2020,170,2,19,11,49,41,23,24,16,2,4,0,89,81,0,67,4,21,55,12,11,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,2,1,1,1,4,4,3,3,0,12,7,0,9,0,7,2,1,0
07/19/2021,203,1,17,34,65,51,24,21,4,3,1,0,96,105,2,41,5,43,72,10,32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,4,0,3,3,1,2,0,13,4,0,3,0,6,7,0,1
05/18/2021,286,5,33,69,61,47,37,37,19,8,8,0,163,123,0,59,5,126,55,2,39,0,0,0,0,1,1,3,0,0,3,2,0,3,0,1,1,0,0,2,2,6,4,5,9,2,3,0,16,17,0,5,0,24,3,0,1
02/02/2022,131,0,,27,20,22,19,19,12,8,4,0,66,65,0,24,14,20,50,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
07/11/2021,69,2,7,18,13,15,8,11,1,3,0,0,34,35,0,10,4,15,23,2,15,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,3,0,0,1,0,0,4,3,0,0,0,5,1,1,0
02/02/2021,646,6,47,68,158,124,103,84,64,26,19,0,316,329,1,201,27,146,191,22,59,0,0,0,0,0,3,1,2,0,3,3,0,1,0,3,2,0,0,2,5,2,6,11,8,7,6,0,26,21,0,16,1,19,9,0,2
04/22/2020,1057,45,145,33,170,170,168,206,150,65,95,0,551,506,0,490,25,281,129,46,86,0,0,3,2,5,15,8,12,0,20,25,0,8,0,27,9,1,0,0,5,10,28,24,33,20,25,0,70,75,0,46,4,60,26,8,1
05/10/2020,306,38,99,17,59,52,64,42,41,14,17,0,137,169,0,140,8,69,44,12,33,0,0,1,3,2,11,8,13,0,14,24,0,16,1,14,6,1,0,2,7,7,18,10,29,15,11,0,37,62,0,42,4,34,12,5,2
12/04/2020,1856,32,103,240,409,341,306,272,158,85,45,0,937,911,8,704,74,342,429,75,232,0,0,1,1,4,4,7,15,0,14,18,0,16,1,6,9,0,0,4,6,15,12,19,19,16,12,0,49,54,0,30,4,46,16,5,2
02/20/2021,213,9,17,35,57,30,29,33,13,8,8,0,106,107,0,65,8,41,67,17,15,0,0,0,1,0,0,5,3,0,5,4,0,3,1,3,2,0,0,1,1,0,2,1,4,2,6,0,9,8,0,3,0,10,2,2,0
02/21/2021,158,9,22,16,42,31,27,23,10,5,4,0,86,72,0,29,3,36,64,8,18,0,1,0,1,0,1,3,3,0,4,5,0,3,0,1,3,2,0,1,5,3,2,4,1,4,2,0,11,11,0,2,1,10,7,0,2
04/02/2020,437,15,170,2,59,69,85,91,58,40,33,0,211,226,0,95,13,235,62,15,17,0,0,0,1,2,1,7,4,0,5,10,0,2,2,9,2,0,0,1,8,15,28,33,36,28,21,0,72,98,0,39,4,96,22,9,0
05/07/2020,940,49,140,58,179,195,172,147,116,40,33,0,485,450,5,519,20,152,110,29,110,0,0,2,2,8,14,10,13,0,20,29,0,16,3,19,9,1,1,2,5,18,20,20,34,23,18,0,55,85,0,67,3,41,22,6,1
12/27/2020,613,24,92,49,139,114,84,94,70,37,26,0,327,281,5,159,30,109,220,29,66,0,0,0,1,3,6,4,10,0,11,13,0,4,1,10,9,0,0,0,3,4,7,25,18,17,18,0,42,50,0,21,4,41,21,1,4
07/26/2020,97,6,18,7,24,25,11,16,8,4,2,0,49,48,0,33,4,21,29,3,7,0,0,0,0,1,1,1,3,0,3,3,0,1,0,3,2,0,0,0,1,2,2,5,5,1,2,0,10,8,0,5,0,9,3,1,0
12/12/2021,828,13,63,154,241,162,110,89,41,16,14,1,442,378,8,113,23,222,245,71,154,0,0,1,0,1,2,7,2,0,5,8,0,1,1,7,4,0,0,1,11,9,5,7,15,9,6,0,36,27,0,11,2,34,12,0,4
07/29/2021,325,1,19,49,89,92,48,28,12,7,0,0,173,150,2,65,10,101,91,17,41,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,4,4,7,0,1,0,11,8,0,3,2,12,1,0,1
07/14/2021,141,2,7,25,44,33,15,13,9,1,1,0,74,66,1,14,6,50,49,7,15,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,2,1,0,1,0,3,4,0,1,1,4,1,0,0
01/09/2021,781,17,53,97,217,142,101,106,70,34,13,1,406,375,0,283,30,143,234,17,74,0,0,0,1,1,3,3,9,0,7,10,0,4,1,6,6,0,0,0,4,3,4,5,14,11,11,1,27,26,0,16,1,22,14,0,0
09/20/2020,108,6,17,14,31,28,13,9,5,7,1,0,57,51,0,32,9,14,47,3,3,0,0,0,0,0,3,1,2,0,3,3,0,3,0,1,2,0,0,0,2,2,1,5,3,3,1,0,6,11,0,5,0,7,4,1,0
04/25/2021,275,11,50,40,70,71,28,36,21,8,1,0,141,134,0,60,12,116,51,12,24,0,0,0,2,3,3,3,0,0,4,7,0,3,0,7,1,0,0,3,5,11,4,10,10,5,2,0,31,19,0,10,1,25,8,2,4
10/09/2020,668,4,30,67,172,168,100,69,52,27,13,0,325,342,1,279,12,100,210,24,43,0,0,0,1,0,1,1,1,0,0,4,0,1,0,0,2,0,1,2,3,4,4,5,4,3,5,0,16,14,0,8,0,11,10,1,0
07/01/2021,32,2,7,5,11,8,5,1,2,0,0,0,15,17,0,6,1,8,9,3,5,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,2,2,1,1,0,0,0,4,3,0,1,0,6,0,0,0
